timestamp,open,high,low,close,volume
2019-07-31,73.1700,73.5000,71.4800,72.1500,761607
2019-07-30,72.7600,72.9700,72.1700,72.5900,467053
2019-07-29,73.6700,74.7300,73.0000,74.2700,625980
2019-07-26,74.8600,75.0300,74.0100,74.2700,358067
2019-07-25,74.8700,75.2100,74.2400,74.5700,707438
2019-07-24,75.1800,77.1100,74.6100,77.0300,749602
2019-07-23,73.8100,74.5700,73.2500,74.4600,968994
2019-07-22,72.9600,73.5300,71.6000,72.0700,675972
2019-07-19,72.2000,74.5400,71.8500,71.8900,1597731
2019-07-18,69.2800,70.1100,69.0100,69.7700,766949
2019-07-17,70.3200,70.5000,68.9800,69.8300,709268
2019-07-16,66.2500,70.6200,65.8661,70.0000,1298347
2019-07-15,68.9100,68.9600,67.4400,68.6300,591340
2019-07-12,66.9900,68.3600,66.8700,68.0500,476039
2019-07-11,65.7200,66.3100,65.4100,66.1600,378390
2019-07-10,66.5300,66.9700,65.7000,66.6200,426820
2019-07-09,65.4200,66.3700,65.3450,66.0800,379867
2019-07-08,67.4100,67.7300,65.9600,66.3600,554546
2019-07-05,67.3500,68.0300,66.8900,67.7500,225230
2019-07-03,68.8000,69.1500,67.4400,67.6700,322315
2019-07-02,69.2000,69.3600,67.4900,67.6100,483534
2019-07-01,71.1200,71.6100,69.1400,69.3500,372538
2019-06-28,70.7300,71.3900,70.3500,70.5100,407781
2019-06-27,69.5400,70.6500,69.2150,70.5000,520959
2019-06-26,68.0600,69.1440,67.8900,69.0700,569724
2019-06-25,67.5500,68.3300,67.5000,67.5700,420844
2019-06-24,66.9600,67.9500,66.3400,67.6800,478105
2019-06-21,68.0800,68.3400,67.3000,67.3000,1168600
2019-06-20,67.7200,68.3400,67.3800,68.0100,607923
2019-06-19,67.1700,67.3400,66.3800,66.4500,421042
2019-06-18,65.4300,68.4200,65.3200,66.9000,788250
2019-06-17,64.8900,65.1600,64.2700,64.7100,2141951
2019-06-14,66.0300,66.1000,65.2900,65.9800,491867
2019-06-13,66.0200,66.6900,65.4900,66.6700,811872
2019-06-12,67.6500,67.7000,66.4600,66.5200,332750
2019-06-11,68.7600,69.1800,68.1900,68.2400,621970
2019-06-10,67.9000,69.3800,67.8600,68.7500,859025
2019-06-07,65.5800,66.8050,65.4800,66.3900,424367
2019-06-06,65.3000,66.1600,65.2100,65.9800,385752
2019-06-05,65.7100,66.1900,64.4400,65.4200,629137
2019-06-04,64.3500,66.0900,64.1500,66.0400,745242
2019-06-03,61.5100,63.7700,61.4500,63.4300,701324
2019-05-31,62.1300,62.4400,61.0700,61.5700,938999
2019-05-30,65.2800,66.1300,64.1750,64.2800,602858
2019-05-29,65.7800,65.7800,63.9600,65.1700,611980
2019-05-28,66.9000,67.1400,66.1900,66.5500,1195735
2019-05-24,66.2600,66.8800,65.5400,66.0000,803264
2019-05-23,63.9100,64.5400,63.1500,64.4900,1020563
2019-05-22,66.4900,66.8150,64.0000,64.7100,793238
2019-05-21,67.6200,67.7000,66.4700,67.3300,897736
2019-05-20,67.9500,68.1150,66.7900,67.2300,970869
2019-05-17,69.7000,69.9300,68.5300,68.6400,690398
2019-05-16,71.8900,71.8900,70.3650,70.3900,442887
2019-05-15,70.2400,72.0600,69.3100,71.5100,765323
2019-05-14,72.6500,72.7100,71.4800,71.7600,506903
2019-05-13,72.5300,72.9300,70.7600,71.2400,526321
2019-05-10,73.5100,74.7200,72.8500,74.6500,407306
2019-05-09,73.9300,74.2900,72.7800,73.9100,874238
2019-05-08,75.7100,76.8900,75.5750,76.3000,601166
2019-05-07,75.4000,76.2100,74.4400,75.3200,672506
2019-05-06,75.3300,77.5900,74.9050,77.5000,363128
2019-05-03,78.0700,78.8800,77.9150,78.7100,277356
2019-05-02,78.2900,79.2800,77.8400,78.5300,739169
2019-05-01,78.9500,78.9600,77.3300,77.5100,780789
2019-04-30,80.9900,81.2300,78.0200,78.4900,1071981
2019-04-29,81.8200,82.7400,81.3400,81.5300,577853
2019-04-26,81.1700,83.0100,80.2900,82.5700,1375242
2019-04-25,82.2400,82.2500,79.7000,79.7100,691336
2019-04-24,84.2000,85.1200,83.8800,83.9500,437328
2019-04-23,84.0200,84.9200,84.0100,84.6200,441583
2019-04-22,85.4400,85.8400,84.6300,85.3600,384498
2019-04-18,85.9700,86.8300,85.3300,86.7500,489833
2019-04-17,83.9200,85.5600,83.8500,85.5000,675621
2019-04-16,83.4600,83.6100,82.7350,82.8000,408816
2019-04-15,83.2700,83.6900,82.6500,83.5300,549247
2019-04-12,83.0000,83.8700,82.6400,83.7600,719357
2019-04-11,81.0400,81.6500,80.7200,81.2500,453966
2019-04-10,77.9200,80.5400,77.8900,80.2600,631167
2019-04-09,78.7000,79.4700,78.1500,78.7100,446201
2019-04-08,78.0600,79.8500,78.0400,79.7500,388372
2019-04-05,79.0600,79.4900,77.7100,78.6500,557358
2019-04-04,79.1900,80.0900,79.0800,79.6000,423598
2019-04-03,79.6900,79.8800,78.6000,79.0100,715181
2019-04-02,77.3200,77.7700,76.3500,76.9100,393313
2019-04-01,74.7700,77.2100,74.7700,76.8600,558018
2019-03-29,73.6000,73.9390,72.9900,73.5300,604307
2019-03-28,73.6400,74.6750,72.9600,73.4700,468860
2019-03-27,74.4700,74.7200,72.7800,73.3500,522399
2019-03-26,74.1200,74.8300,73.4900,74.1900,403114
2019-03-25,74.0900,74.9700,73.6700,74.1900,391090
2019-03-22,75.7300,75.9400,73.9000,73.9300,451877
2019-03-21,76.4700,77.5100,76.2950,77.3200,416766
2019-03-20,78.5700,78.6100,76.3500,76.8400,610708
2019-03-19,79.5200,80.2550,78.3600,78.7400,421481
2019-03-18,78.5500,78.9300,77.7800,78.5800,533657
2019-03-15,78.0900,79.0200,77.6900,78.6700,1130870
2019-03-14,77.8700,77.8700,75.8400,76.6800,755893
2019-03-13,77.7200,78.1450,77.4200,77.7300,454336
2019-03-12,78.5300,78.5400,77.4300,77.5800,354803
2019-03-11,77.0700,78.6900,77.0300,78.2000,350511
