timestamp,open,high,low,close,volume
2019-07-31,46.8000,47.2000,45.7500,45.9500,1098528
2019-07-30,45.9900,46.8800,45.5200,46.8500,914909
2019-07-29,46.1800,46.7000,46.0700,46.4000,696210
2019-07-26,46.4600,46.6100,45.7000,46.2800,806536
2019-07-25,47.1400,47.2600,46.5100,46.7900,626895
2019-07-24,46.3700,47.3450,46.3700,47.1900,1061529
2019-07-23,46.1900,46.8800,46.1100,46.7400,645565
2019-07-22,45.9100,46.0800,45.5274,45.9900,1071302
2019-07-19,45.9600,46.5600,45.9100,45.9200,642401
2019-07-18,46.4600,46.5849,45.4700,45.7800,864273
2019-07-17,47.3500,47.6500,46.4700,46.5000,1061737
2019-07-16,46.4500,47.7100,46.4400,47.6100,830889
2019-07-15,46.7500,46.8900,46.3900,46.7700,666341
2019-07-12,45.3800,46.8400,45.3800,46.6600,961294
2019-07-11,45.4600,45.5700,44.8500,45.4300,706493
2019-07-10,45.3300,45.6600,45.2400,45.3300,554129
2019-07-09,45.3900,45.5800,44.9600,45.1700,975928
2019-07-08,45.8000,46.0200,45.3700,45.6300,722681
2019-07-05,46.1100,46.2500,45.2950,46.0000,453379
2019-07-03,46.4500,46.4500,45.8300,46.3300,336691
2019-07-02,46.5700,46.8100,45.9700,46.2500,535856
2019-07-01,46.9500,47.3400,46.1700,46.7100,712658
2019-06-28,45.8800,46.6300,45.8800,46.3500,1185035
2019-06-27,45.8900,46.1250,45.5400,45.8900,472254
2019-06-26,45.7100,46.0800,45.3100,45.7600,562341
2019-06-25,45.6000,45.9100,45.4500,45.6700,949236
2019-06-24,45.4100,45.7100,45.3000,45.4000,757102
2019-06-21,45.8400,45.9267,45.2400,45.4300,1583731
2019-06-20,45.6400,46.0700,45.1000,46.0000,932008
2019-06-19,44.8200,45.3900,44.5600,45.1300,1078091
2019-06-18,44.3700,45.1600,44.3250,44.7900,1274375
2019-06-17,44.5000,44.6700,44.0800,44.1000,768837
2019-06-14,44.3400,44.4200,43.8200,44.3600,518342
2019-06-13,44.1400,44.5800,44.0350,44.4300,691589
2019-06-12,43.8500,44.1200,43.7400,43.9200,1038681
2019-06-11,44.4900,44.7700,43.9250,43.9500,1613856
2019-06-10,44.3600,44.7600,44.0700,44.0900,1002242
